Benchmark,Result
../benchmarks-master/random_control/arbiter.aig,Pass
../benchmarks-master/random_control/cavlc.aig,Pass
../benchmarks-master/random_control/ctrl.aig,Pass
../benchmarks-master/random_control/dec.aig,Pass
../benchmarks-master/random_control/i2c.aig,Pass
../benchmarks-master/random_control/int2float.aig,Pass
../benchmarks-master/random_control/priority.aig,Pass
../benchmarks-master/random_control/router.aig,Pass
../benchmarks-master/arithmetic/bar.aig,Pass
Score,100
